page,segment_no,segment_hi,village_hi,vcode,nonagri,shop,office,godown,extra,flag
65,24,तालकटोरा रोड (हैदरगंज चौराहे से आलमबाग चौराहे तक),तालकटोरा रोड मोहल्ला,0079,36000,95000,76000,55500,,
65,25,कानपुर रोड (श्रृगार नगर अवध अस्पताल/ श्रंगार नहर चौराहे से हाइडिल चौराहे तक),तिवारीपुरम,0126,52500,115000,88000,66000,,
65,26,मीना बेकरी चौराहे से मिल एरिया चौकी तिरोह तक (एफ.सी.आई रोड),दरियापुर,0183,30000,79000,64000,48000,,
66,27,मीना बेकरी चौराहे से मिल एरिया चौकी तिरोह तक (एफ.सी.आई रोड),दरियापुर कालोनी,0187,30000,79000,64000,48000,,
66,28,ऐशबाग रोड (नाका चौराहे से हैदरगंज चौराहे तक),दारूगोदाम,0160,36000,89000,67000,52500,,
66,29,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),देवपुर,0074,40000,65000,51500,37500,,
66,30,पारा रोड (जलालपुर रेलवे क्रासिंग से रिग रोड (रिग रोड के किनारे छोड़कर),देवपुर,0074,21000,65000,51500,37500,,
66,31,देवपुर रोड (जलालपुर रेलवे क्रासिंग से टी.के.रोड (चन्द्रोदयनगर मोड़ निकट पारा पुलिस थाना रिंगरोड),देवपुर,0074,21000,65000,51500,37500,,
66,32,पारा पुलिस थाना रिंग रोड (रिंग रोड का किनारा छोड़कर) से मान्यवर कांशीरामआवासीय योजना तक जाने वाला मार्ग,नरपतखेड़ा,0271,15000,65000,51500,37500,,
66,33,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),नन्दा खेड़ा,0188,37500,79000,64000,48000,,
66,34,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),पक्का बाग,0247,40000,65000,51500,37500,,
67,35,तालकटोरा रोड (हैदरगंज चौराहे से आलमबाग चौराहे तक),पाण्डे का तालाब कालोनी,0025,36000,95000,76000,55500,,
67,36,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),पारा,0039,40000,65000,51500,37500,,
67,37,पारा रोड (जलालपुर रेलवे क्रासिंग से रिग रोड (रिग रोड के किनारे छोड़कर),पारा,0039,21000,65000,51500,37500,,
67,38,पारा पुलिस थाना रिंग रोड (रिंग रोड का किनारा छोड़कर) से मान्यवर कांशीरामआवासीय योजना तक जाने वाला मार्ग,पारा,0039,15000,65000,51500,37500,,
67,39,रिंग रोड नहर तिकुनिया से कुल्हड कटटा नगर निगम सीमा के अन्दर तक जाना वाला मार्ग,पारा,0039,27000,57000,45000,34000,,stray matra printed after तिकुनिया
67,40,देवपुर रोड (जलालपुर रेलवे क्रासिंग से टी.के.रोड (चन्द्रोदयनगर मोड़ निकट पारा पुलिस थाना रिंगरोड),पीताम्बर खेड़ा,0040,21000,65000,51500,37500,,
67,41,तुलसीदास मार्ग/विक्टोरिया स्ट्रीट (मेडिकल कालेज चौराहे से हैदर गंज चौराहे तक),पुराना नक्खास,0012,45000,95000,76000,55500,,
68,42,पारा रोड (जलालपुर रेलवे क्रासिंग से रिग रोड (रिग रोड के किनारे छोड़कर),पूर्वीदीनखेड़ा,0272,21000,65000,51500,37500,,
68,43,हरदोई रोड (बालागंज चौराहे से नगर निगम सीमा तक),बरौरा हुसौनबाड़ी,0058,37500,79000,64000,48000,,
68,44,कैम्पबेल रोड,बरौरा हुसौनबाड़ी,0058,27000,95000,76000,55500,,
68,45,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),बहादुरखेड़ा,0128,40000,65000,51500,37500,,
68,46,तुलसीदास मार्ग/विक्टोरिया स्ट्रीट (मेडिकल कालेज चौराहे से हैदर गंज चौराहे तक),बाजार खाला,0148,45000,95000,76000,55500,,
68,47,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),बिहारीपुर,0260,37500,79000,64000,48000,,
68,48,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),बुलाकी अड्डा,0190,37500,79000,64000,48000,,
68,49,तालकटोरा रोड (हैदरगंज चौराहे से आलमबाग चौराहे तक),बुलाकी अड्डा,0190,36000,95000,76000,55500,,
68,50,हरदोई रोड (बालागंज चौराहे से नगर निगम सीमा तक),बेगरिया,0059,37500,79000,64000,48000,,
68,51,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),बेगरिया,0059,40000,65000,51500,37500,,
69,52,तुलसीदास मार्ग/विक्टोरिया स्ट्रीट (मेडिकल कालेज चौराहे से हैदर गंज चौराहे तक),भदेवां,0150,45000,95000,76000,55500,,
69,53,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),भपटामऊ,0250,40000,65000,51500,37500,,
69,54,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),भपटामऊ,0250,37500,79000,64000,48000,,
69,55,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),भूहर,0251,40000,65000,51500,37500,,
69,56,देवपुर रोड (जलालपुर रेलवे क्रासिंग से टी.के.रोड (चन्द्रोदयनगर मोड़ निकट पारा पुलिस थाना रिंगरोड),मरदनखेड़ा,0041,21000,65000,51500,37500,,
69,57,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),मल्हपुर,0252,40000,65000,51500,37500,,
69,58,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),मातादीन शुक्ल रोड,0223,37500,79000,64000,48000,,
69,59,कैम्पबेल रोड,यासीनगंज,0113,27000,95000,76000,55500,,
69,60,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),रूकमुद्दीन,0224,37500,79000,64000,48000,,
70,61,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),रूकन्दीपुर,0262,37500,79000,64000,48000,,
70,62,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),राजाजीपुरम ब्लाक ए,0185,37500,79000,64000,48000,,
70,63,देवपुर रोड (जलालपुर रेलवे क्रासिंग से टी.के.रोड (चन्द्रोदयनगर मोड़ निकट पारा पुलिस थाना रिंगरोड),राजाजीपुरम ब्लाक ए,0185,21000,65000,51500,37500,,
70,64,मीना बेकरी चौराहे से सपना कालोनी होते हुए ई ब्लाक मार्केट रोड कपिल सोनी के मकान तक,राजाजीपुरम ब्लाक ए,0185,30000,79000,64000,48000,,
70,65,मीना बेकरी चौराहे से मिनी स्टेडियम ई ब्लाक मार्केट जल संस्थान तक,राजाजीपुरम ब्लाक ए,0185,30000,79000,64000,48000,,
70,66,देवपुर रोड (जलालपुर रेलवे क्रासिंग से टी.के.रोड (चन्द्रोदयनगर मोड़ निकट पारा पुलिस थाना रिंगरोड),राजाजीपुरम ब्लाक बी,0295,21000,65000,51500,37500,,
70,67,देवपुर रोड (जलालपुर रेलवे क्रासिंग से टी.के.रोड (चन्द्रोदयनगर मोड़ निकट पारा पुलिस थाना रिंगरोड),राजाजीपुरम ब्लाक सी,0296,21000,65000,51500,37500,,
70,68,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),राजाजीपुरम ब्लाक सी,0191,37500,79000,64000,48000,,
71,69,मीना बेकरी चौराहे से सपना कालोनी होते हुए ई ब्लाक मार्केट रोड कपिल सोनी के मकान तक,राजाजीपुरम ब्लाक सी,0191,30000,79000,64000,48000,,
71,70,मीना बेकरी चौराहे से मिनी स्टेडियम ई ब्लाक मार्केट जल संस्थान तक,राजाजीपुरम ब्लाक सी,0191,30000,79000,64000,48000,,
71,71,देवपुर रोड (जलालपुर रेलवे क्रासिंग से टी.के.रोड (चन्द्रोदयनगर मोड़ निकट पारा पुलिस थाना रिंगरोड),राजाजीपुरम ब्लाक डी,0297,21000,65000,51500,37500,,
71,72,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),राजाजीपुरम न्यू सी ब्लाक,0264,37500,79000,64000,48000,,
71,73,मीना बेकरी चौराहे से सपना कालोनी होते हुए ई ब्लाक मार्केट रोड कपिल सोनी के मकान तक,राजाजीपुरम न्यू सी ब्लाक,0264,30000,79000,64000,48000,,
71,74,मीना बेकरी चौराहे से मिनी स्टेडियम ई ब्लाक मार्केट जल संस्थान तक,राजाजीपुरम न्यू सी ब्लाक,0264,30000,79000,64000,48000,,
71,75,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),राजाजीपुरम ई ब्लाक,0094,37500,79000,64000,48000,,
71,76,मीना बेकरी चौराहे से सपना कालोनी होते हुए ई ब्लाक मार्केट रोड कपिल सोनी के मकान तक,राजाजीपुरम ई ब्लाक,0094,30000,79000,64000,48000,,
72,77,मीना बेकरी चौराहे से मिनी स्टेडियम ई ब्लाक मार्केट जल संस्थान तक,राजाजीपुरम ई ब्लाक,0094,30000,79000,64000,48000,,
72,78,गोल चौराहा (गुरूद्वारा चौराहा) से पुराने टैक्सी स्टैण्ड तक),राजाजीपुरम ई ब्लाक,0094,30000,79000,64000,48000,,
72,79,ई ब्लाक मार्केट रोड नए टैक्सी स्टैण्ड से एस. के. डी. (सब्जी मण्डी वाला) स्कूल तक,राजाजीपुरम ई ब्लाक,0094,30000,89000,67000,52500,,
72,80,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),राजाजीपुरम ई ब्लाक,0263,37500,79000,64000,48000,,
72,81,मीना बेकरी चौराहे से सपना कालोनी होते हुए ई ब्लाक मार्केट रोड कपिल सोनी के मकान तक,राजाजीपुरम ई ब्लाक,0263,30000,79000,64000,48000,,
72,82,मीना बेकरी चौराहे से मिनी स्टेडियम ई ब्लाक मार्केट जल संस्थान तक,राजाजीपुरम ई ब्लाक,0263,30000,79000,64000,48000,,
72,83,गोल चौराहा (गुरूद्वारा चौराहा) से पुराने टैक्सी स्टैण्ड तक),राजाजीपुरम ई ब्लाक,0263,30000,79000,64000,48000,,
72,84,ई ब्लाक मार्केट रोड नए टैक्सी स्टैण्ड से एस. के. डी. (सब्जी मण्डी वाला) स्कूल तक,राजाजीपुरम ई ब्लाक,0263,30000,89000,67000,52500,,
72,85,हरदोई रोड (बालागंज चौराहे से नगर निगम सीमा तक),रामनगर,0115,37500,79000,64000,48000,,
73,86,कैम्पबेल रोड,रामनगर,0115,27000,95000,76000,55500,,
73,87,तालकटोरा रोड (हैदरगंज चौराहे से आलमबाग चौराहे तक),लक्ष्मनगंज,0051,36000,95000,76000,55500,,
73,88,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),लाला बाग,0304,40000,65000,51500,37500,,
73,89,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),लेबर कालोनी,0192,37500,79000,64000,48000,,vcode printed as 192
73,90,कानपुर रोड (श्रृगार नगर अवध अस्पताल/ श्रंगार नहर चौराहे से हाइडिल चौराहे तक),विजय नगर,0129,52500,115000,88000,66000,,
73,91,कानपुर रोड (श्रृगार नगर अवध अस्पताल/ श्रंगार नहर चौराहे से हाइडिल चौराहे तक),शारदा कैनाल कालोनी कानपुर रोड का पश्चिमी भाग,0137,52500,115000,88000,66000,,
73,92,देवपुर रोड (जलालपुर रेलवे क्रासिंग से टी.के.रोड (चन्द्रोदयनगर मोड़ निकट पारा पुलिस थाना रिंगरोड),शिवपुरी,0269,21000,65000,51500,37500,,
73,93,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),शेखपुर हबीबपुर,0230,37500,79000,64000,48000,,
73,94,कानपुर रोड (चारबाग स्टेशन से अवध अस्पताल/श्रंगार नगर नहर तक),श्रंगार नगर,0131,60000,126000,100000,75000,,nonagri 60000 vs 60500 for same segment at serial 1; clearly printed
74,95,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),श्रंगार नगर,0131,40000,65000,51500,37500,,
74,96,कैम्पबेल रोड,समनाम गार्डेन,0064,27000,95000,76000,55500,,
74,97,रिंग रोड (कानपुर रोड को हरदोई रोड से मिलाने वाली रिंग रोड नगर सीमा तक),समर बिहार कालोनी,0134,40000,65000,51500,37500,,
74,98,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),सुप्पारौस,0194,37500,79000,64000,48000,,
74,99,तालकटोरा रोड (हैदरगंज चौराहे से आलमबाग चौराहे तक),सुप्पारौस,0194,36000,95000,76000,55500,,
74,100,कानपुर रोड (श्रृगार नगर अवध अस्पताल/ श्रंगार नहर चौराहे से हाइडिल चौराहे तक),सिंधु नगर,0132,52500,115000,88000,66000,,
74,101,देवपुर रोड (जलालपुर रेलवे क्रासिंग से टी.के.रोड (चन्द्रोदयनगर मोड़ निकट पारा पुलिस थाना रिंगरोड),सूर्य नगर,0077,21000,65000,51500,37500,,
74,102,तालकटोरा रोड (हैदरगंज चौराहे से आलमबाग चौराहे तक),हरचन्दपुर गढ़ी कनौरा,0033,36000,95000,76000,55500,,
74,103,मोहान रोड (बुलाकी अड्डा से नगर निगम सीमा तक),हसनगंज बावली,0232,37500,79000,64000,48000,,
75,104,पारा पुलिस थाना रिंग रोड (रिंग रोड का किनारा छोड़कर) से मान्यवर कांशीरामआवासीय योजना तक जाने वाला मार्ग,हंसखेड़ा,0270,15000,65000,51500,37500,,
75,105,ऐशबाग रोड (नाका चौराहे से हैदरगंज चौराहे तक),हैदरगंज क़दीम (पुराना),0155,36000,89000,67000,52500,,
75,106,तुलसीदास मार्ग/विक्टोरिया स्ट्रीट (मेडिकल कालेज चौराहे से हैदर गंज चौराहे तक),हैदरगंज क़दीम (पुराना),0155,45000,95000,76000,55500,,
75,107,तालकटोरा रोड (हैदरगंज चौराहे से आलमबाग चौराहे तक),हैदरगंज क़दीम (पुराना),0155,36000,95000,76000,55500,,
