page,segment_no,segment_hi,village_hi,vcode,nonagri,shop,office,godown,extra,flag
39,17,कानपुर रोड स्थित जुनाबगंज चौराहा से प्रयागराज-मोहनलालगंज रोड पर भागूखेडा चौराहा तक,पहाड़पुर,,15000,40000,35000,30000,agri_lakh_per_ha=52,
39,18,किसान पथ/आउटर रिंग रोड पर नगर निगम की सीमा के अन्दर दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्लों की दर,अमौसी,,20000,45000,40000,35000,agri_lakh_per_ha=372,
39,18,किसान पथ/आउटर रिंग रोड पर नगर निगम की सीमा के अन्दर दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्लों की दर,गहरू,,20000,45000,40000,35000,agri_lakh_per_ha=322,
39,18,किसान पथ/आउटर रिंग रोड पर नगर निगम की सीमा के अन्दर दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्लों की दर,गौरी,,20000,45000,40000,35000,agri_lakh_per_ha=372,
39,18,किसान पथ/आउटर रिंग रोड पर नगर निगम की सीमा के अन्दर दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्लों की दर,नटकुर,,20000,45000,40000,35000,agri_lakh_per_ha=160,
39,18,किसान पथ/आउटर रिंग रोड पर नगर निगम की सीमा के अन्दर दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्लों की दर,मिरानपुर पिनवट,,20000,45000,40000,35000,agri_lakh_per_ha=156,
40,19,किसान पथ/आउटर रिंग रोड के दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्ले नगर निगम की सीमा के बाहर,खुशहालगंज,,15000,35000,32000,30000,agri_lakh_per_ha=175,
40,19,किसान पथ/आउटर रिंग रोड के दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्ले नगर निगम की सीमा के बाहर,चकौली,,15000,35000,32000,30000,agri_lakh_per_ha=155,
40,19,किसान पथ/आउटर रिंग रोड के दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्ले नगर निगम की सीमा के बाहर,फतेहगंज,,15000,35000,32000,30000,agri_lakh_per_ha=170,
40,19,किसान पथ/आउटर रिंग रोड के दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्ले नगर निगम की सीमा के बाहर,बेहटा,,15000,35000,32000,30000,agri_lakh_per_ha=100,
40,19,किसान पथ/आउटर रिंग रोड के दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्ले नगर निगम की सीमा के बाहर,मौन्दा,,15000,35000,32000,30000,agri_lakh_per_ha=156,
40,19,किसान पथ/आउटर रिंग रोड के दोनो तरफ पड़ने वाले राजस्व ग्राम/मोहल्ले नगर निगम की सीमा के बाहर,हरदोइया लालनगर,,15000,35000,32000,30000,agri_lakh_per_ha=98,
40,20,स्कूटर इंडिया चौराहा से बिजनौर चौराहा तक,गौरी,,15000,45000,40000,35000,agri_lakh_per_ha=372,
40,20,स्कूटर इंडिया चौराहा से बिजनौर चौराहा तक,नटकुर,,15000,45000,40000,35000,agri_lakh_per_ha=170,
40,21,मोहान रोड पर नगर निगम की सीमा के अन्दर,सरोसा भरोसा,,20000,40000,35000,30000,agri_lakh_per_ha=200,
40,22,मोहान रोड पर नगर निगम की सीमा के बाहर तहसील सरोजनी नगर की अन्तिम सीमा तक पड़ने वाले समस्त ग्राम के खसरा नम्बर,खुशहालगंज,,18000,35000,30000,28000,agri_lakh_per_ha=187,
40,22,मोहान रोड पर नगर निगम की सीमा के बाहर तहसील सरोजनी नगर की अन्तिम सीमा तक पड़ने वाले समस्त ग्राम के खसरा नम्बर,इब्राहिमगंज,,18000,39000,30000,28000,agri_lakh_per_ha=88,
40,22,मोहान रोड पर नगर निगम की सीमा के बाहर तहसील सरोजनी नगर की अन्तिम सीमा तक पड़ने वाले समस्त ग्राम के खसरा नम्बर,तेज कृष्ण खेड़ा,,18000,39000,30000,28000,agri_lakh_per_ha=190,
40,22,मोहान रोड पर नगर निगम की सीमा के बाहर तहसील सरोजनी नगर की अन्तिम सीमा तक पड़ने वाले समस्त ग्राम के खसरा नम्बर,फतेहगंज,,18000,35000,30000,25000,agri_lakh_per_ha=173,
40,22,मोहान रोड पर नगर निगम की सीमा के बाहर तहसील सरोजनी नगर की अन्तिम सीमा तक पड़ने वाले समस्त ग्राम के खसरा नम्बर,मदारपुर,,18000,35000,30000,25000,agri_lakh_per_ha=190,
40,22,मोहान रोड पर नगर निगम की सीमा के बाहर तहसील सरोजनी नगर की अन्तिम सीमा तक पड़ने वाले समस्त ग्राम के खसरा नम्बर,शिवरी,,18000,35000,30000,25000,agri_lakh_per_ha=190,
41,23,कानपुर रोड पर कटी बगिया से मोहान रोड को मिलाने वाली रोड तक,नरायनपुर,,15000,35000,30000,25000,agri_lakh_per_ha=44,
41,23,कानपुर रोड पर कटी बगिया से मोहान रोड को मिलाने वाली रोड तक,नानमऊ,,15000,35000,30000,25000,agri_lakh_per_ha=44,
41,23,कानपुर रोड पर कटी बगिया से मोहान रोड को मिलाने वाली रोड तक,बेंती,,15000,35000,30000,25000,agri_lakh_per_ha=46,
41,23,कानपुर रोड पर कटी बगिया से मोहान रोड को मिलाने वाली रोड तक,भौंकापुर,,15000,35000,30000,25000,agri_lakh_per_ha=46,
41,23,कानपुर रोड पर कटी बगिया से मोहान रोड को मिलाने वाली रोड तक,लतीफनगर,,15000,35000,30000,25000,agri_lakh_per_ha=46,
41,23,कानपुर रोड पर कटी बगिया से मोहान रोड को मिलाने वाली रोड तक,सरायं शहजादी,,15000,40000,34000,26000,agri_lakh_per_ha=100,
41,23,कानपुर रोड पर कटी बगिया से मोहान रोड को मिलाने वाली रोड तक,हरौनी,,15000,35000,30000,25000,agri_lakh_per_ha=46,
41,24,आगरा एक्सप्रेस वे नगर निगम सीमा के अन्दर (तहसील सरोजनीनगर सीमा तक),सरोसा भरोसा,,20000,40000,35000,30000,agri_lakh_per_ha=200,
41,25,आगरा एक्सप्रेस वे नगर निगम सीमा के बाहर (तहसील सरोजनीनगर सीमा तक),आदमपुर इन्दवारा,,15000,40000,35000,30000,agri_lakh_per_ha=88,
41,25,आगरा एक्सप्रेस वे नगर निगम सीमा के बाहर (तहसील सरोजनीनगर सीमा तक),गहलवारा,,15000,40000,35000,30000,agri_lakh_per_ha=88,
41,25,आगरा एक्सप्रेस वे नगर निगम सीमा के बाहर (तहसील सरोजनीनगर सीमा तक),नटकौरा,,15000,40000,35000,30000,agri_lakh_per_ha=88,
41,25,आगरा एक्सप्रेस वे नगर निगम सीमा के बाहर (तहसील सरोजनीनगर सीमा तक),रेवरी,,15000,40000,35000,30000,agri_lakh_per_ha=88,
41,25,आगरा एक्सप्रेस वे नगर निगम सीमा के बाहर (तहसील सरोजनीनगर सीमा तक),दोना,,15000,40000,35000,30000,agri_lakh_per_ha=88,
