page,segment_no,segment_hi,village_hi,vcode,nonagri,shop,office,godown,extra,flag
52,21,लखनऊ सुल्तानपुर रोड़,कोरियानी,,35000,40000,38000,36000,agri_lakh_per_ha=160,
52,22,लखनऊ सुल्तानपुर रोड़,कासिमपुर बिरूहा,,35000,40000,38000,36000,agri_lakh_per_ha=160,
52,23,लखनऊ सुल्तानपुर रोड़,चक कंजेहरा,,50000,50000,48000,46000,agri_lakh_per_ha=170,shop equals nonagri 50000; clearly printed
52,24,लखनऊ सुल्तानपुर रोड़,चॉद सराय,,30000,34000,33000,32000,agri_lakh_per_ha=160,
52,25,लखनऊ सुल्तानपुर रोड़,शेखनापुर,,30000,34000,33000,32000,agri_lakh_per_ha=160,
52,26,लखनऊ सुल्तानपुर रोड़,बक्कास,,40000,43000,42000,41000,agri_lakh_per_ha=160,
53,27,लखनऊ सुल्तानपुर रोड़,कबीरपुर,,35000,40000,38000,36000,agri_lakh_per_ha=160,
53,28,लखनऊ सुल्तानपुर रोड़,बलियाखेडा,,30000,34000,33000,32000,agri_lakh_per_ha=160,
53,29,लखनऊ सुल्तानपुर रोड़,मस्तेमऊ,,45000,47000,46000,45000,agri_lakh_per_ha=170,
53,30,लखनऊ सुल्तानपुर रोड़,माढरमऊ कला,,40000,43000,42000,41000,agri_lakh_per_ha=165,
53,31,लखनऊ सुल्तानपुर रोड़,माढरमऊ खुर्द,,40000,43000,42000,41000,agri_lakh_per_ha=165,
53,32,लखनऊ सुल्तानपुर रोड़,मुअज्जमनगर,,35000,40000,38000,36000,agri_lakh_per_ha=160,
53,33,लखनऊ सुल्तानपुर रोड़,मोहम्मद पुर गढी,,25000,28000,27000,26000,agri_lakh_per_ha=160,
53,34,लखनऊ सुल्तानपुर रोड़,रहमतनगर,,25000,28000,27000,26000,agri_lakh_per_ha=160,
53,35,लखनऊ सुल्तानपुर रोड़,सदरपुर करोरा,,30000,34000,33000,32000,agri_lakh_per_ha=160,
53,36,लखनऊ सुल्तानपुर रोड़,सरायकरोरा,,30000,34000,33000,32000,agri_lakh_per_ha=160,
53,37,लखनऊ सुल्तानपुर रोड़,सलेमपुर,,20000,23000,22000,21000,agri_lakh_per_ha=160,
53,38,निगोहा से नगराम गंगागंज मार्ग,अनौया खरगापुर,,8000,23000,22000,21000,agri_lakh_per_ha=33,
53,39,निगोहा से नगराम गंगागंज मार्ग,आदमपुर नौबस्ता,,8000,23000,22000,21000,agri_lakh_per_ha=33,
54,40,निगोहा से नगराम गंगागंज मार्ग,इस्माइल नगर,,8000,23000,22000,21000,agri_lakh_per_ha=33,
54,41,निगोहा से नगराम गंगागंज मार्ग,उदयपुर,,9000,32000,30000,28000,agri_lakh_per_ha=53,
54,42,निगोहा से नगराम गंगागंज मार्ग,करोरवा,,8000,23000,22000,21000,agri_lakh_per_ha=33,
54,43,निगोहा से नगराम गंगागंज मार्ग,ख्वासखेडा,,8000,23000,22000,21000,agri_lakh_per_ha=33,
54,44,निगोहा से नगराम गंगागंज मार्ग,नगराम,,9000,32000,30000,28000,agri_lakh_per_ha=53,
54,45,निगोहा से नगराम गंगागंज मार्ग,बजगहिया,,8000,23000,22000,21000,agri_lakh_per_ha=33,
54,46,निगोहा से नगराम गंगागंज मार्ग,बहरौली,,8000,23000,22000,21000,agri_lakh_per_ha=32,agri 32 (neighbours 33) but clearly printed
54,47,निगोहा से नगराम गंगागंज मार्ग,मीरकनगर,,8000,23000,22000,21000,agri_lakh_per_ha=33,
54,48,निगोहा से नगराम गंगागंज मार्ग,रामपुर गढी जमुनी,,8000,23000,22000,21000,agri_lakh_per_ha=33,
54,49,निगोहा से नगराम गंगागंज मार्ग,समेसी,,9000,32000,30000,28000,agri_lakh_per_ha=53,
54,50,निगोहा से नगराम गंगागंज मार्ग,सलेमपुर,,9000,32000,30000,28000,agri_lakh_per_ha=53,
54,51,निगोहा से नगराम गंगागंज मार्ग,हरदोईया,,9000,32000,30000,28000,agri_lakh_per_ha=53,
54,52,मोहनलालगंज से गोसाईगंज रोड़,इन्द्रजीत खेडा,,10000,32000,30000,28000,agri_lakh_per_ha=53,
55,53,मोहनलालगंज से गोसाईगंज रोड़,खुजौली,,10000,32000,30000,28000,agri_lakh_per_ha=53,
55,54,मोहनलालगंज से गोसाईगंज रोड़,ध्ररमंगदखेडा,,10000,23000,22000,21000,agri_lakh_per_ha=33,
55,55,मोहनलालगंज से गोसाईगंज रोड़,ध्ररमावतखेङा,,10000,23000,22000,21000,agri_lakh_per_ha=33,
55,56,मोहनलालगंज से गोसाईगंज रोड़,बेली,,10000,32000,30000,28000,agri_lakh_per_ha=53,
55,57,मोहनलालगंज से गोसाईगंज रोड़,मऊ,,15000,36000,33000,30000,agri_lakh_per_ha=110,
55,58,मोहनलालगंज से गोसाईगंज रोड़,मगहुवॉ,,10000,23000,22000,21000,agri_lakh_per_ha=33,
55,59,मोहनलालगंज से गोसाईगंज रोड़,मोहारी कला,,10000,32000,30000,28000,agri_lakh_per_ha=53,
55,60,मोहनलालगंज से गोसाईगंज रोड़,मोहारी खुर्द,,10000,36000,33000,30000,agri_lakh_per_ha=53,shop/office/godown 36000/33000/30000 higher than other agri-53 rows; clearly printed
55,61,मोहनलालगंज से गोसाईगंज रोड़,शिवलर,,10000,32000,30000,28000,agri_lakh_per_ha=53,
55,62,मोहनलालगंज से गोसाईगंज रोड़,सेमरापीतपुर,,10000,23000,22000,21000,agri_lakh_per_ha=33,
55,63,मोहनलालगंज से गोसाईगंज रोड़,सिठौली खुर्द,,10000,32000,30000,28000,agri_lakh_per_ha=53,
55,64,मोहनलालगंज से मौरावा रोड़,उत्तरगॉव,,10000,23000,22000,21000,agri_lakh_per_ha=53,agri 53 but commercial 23000/22000/21000; clearly printed
55,65,मोहनलालगंज से मौरावा रोड़,भसण्डा,,10000,32000,30000,28000,agri_lakh_per_ha=53,
56,66,मोहनलालगंज से मौरावा रोड़,मीनापुर,,8000,23000,22000,21000,agri_lakh_per_ha=42,
56,67,मोहनलालगंज से मौरावा रोड़,सुल्सामऊ,,8000,23000,22000,21000,agri_lakh_per_ha=33,
56,68,मोहनलालगंज से मौरावा रोड़,सिसेण्डी,,10000,32000,30000,28000,agri_lakh_per_ha=53,
56,69,निलमथा से नगराम रोड़,करोरा,,8000,23000,22000,21000,agri_lakh_per_ha=33,
56,70,निलमथा से नगराम रोड़,खुजौली,,10000,32000,30000,28000,agri_lakh_per_ha=53,
56,71,निलमथा से नगराम रोड़,तमोरिया,,8000,23000,22000,21000,agri_lakh_per_ha=33,
56,72,निलमथा से नगराम रोड़,दाउद नगर,,15000,36000,33000,30000,agri_lakh_per_ha=110,
56,73,निलमथा से नगराम रोड़,दहियर,,10000,32000,30000,28000,agri_lakh_per_ha=53,
56,74,निलमथा से नगराम रोड़,दूल्हापुर हुसौनाबाद,,8000,23000,22000,21000,agri_lakh_per_ha=32,agri 32 (neighbours 33) but clearly printed
56,75,निलमथा से नगराम रोड़,नगराम,,10000,32000,30000,28000,agri_lakh_per_ha=53,
56,76,निलमथा से नगराम रोड़,पूरनपुर,,10000,23000,22000,21000,agri_lakh_per_ha=80,agri 80 with commercial 23000/22000/21000; clearly printed
56,77,निलमथा से नगराम रोड़,परेहटा,,10000,32000,30000,28000,agri_lakh_per_ha=53,
56,78,निलमथा से नगराम रोड़,भटटी बरकत नगर,,10000,23000,22000,21000,agri_lakh_per_ha=33,
57,79,निलमथा से नगराम रोड़,सरथुआ,,10000,32000,30000,28000,agri_lakh_per_ha=53,
57,80,मोहनलालगंज से बनी रोड,डेहवा,,10000,32000,30000,28000,agri_lakh_per_ha=53,
57,81,मोहनलालगंज से बनी रोड,मऊ,,15000,36000,33000,30000,agri_lakh_per_ha=110,
57,82,मोहनलालगंज से बनी रोड,भसण्डा,,10000,32000,30000,28000,agri_lakh_per_ha=53,
57,83,मोहनलालगंज से बनी रोड,भौदरी,,10000,32000,30000,28000,agri_lakh_per_ha=53,
57,84,आउटर रिंगरोड,नूरपुर बेहटा,,15000,28000,26000,25000,agri_lakh_per_ha=52,
57,85,आउटर रिंगरोड,मलूकपुर ढकवा,,15000,28000,26000,25000,agri_lakh_per_ha=33,
57,86,आउटर रिंगरोड,दुलारमऊ,,15000,28000,26000,25000,agri_lakh_per_ha=100,
57,87,आउटर रिंगरोड,बक्कास,,20000,28000,26000,25000,agri_lakh_per_ha=100,
57,88,आउटर रिंगरोड,माढरमऊ खुर्द,,20000,28000,26000,25000,agri_lakh_per_ha=100,
57,89,आउटर रिंगरोड,माढरमऊ कला,,20000,28000,26000,25000,agri_lakh_per_ha=100,
57,90,आउटर रिंगरोड,सोनई कंजेहरा,,20000,28000,26000,25000,agri_lakh_per_ha=100,
57,91,आउटर रिंगरोड,दाउद नगर,,15000,28000,26000,25000,agri_lakh_per_ha=100,
58,92,आउटर रिंगरोड,सिकन्दरपुर अमोलिया,,15000,28000,26000,25000,agri_lakh_per_ha=52,
58,93,आउटर रिंगरोड,पूरनपुर,,15000,28000,26000,25000,agri_lakh_per_ha=90,
58,94,आउटर रिंगरोड,शिवढरा,,15000,28000,26000,25000,agri_lakh_per_ha=33,
58,95,आउटर रिंगरोड,डलौना,,15000,28000,26000,25000,agri_lakh_per_ha=100,
58,96,आउटर रिंगरोड,हरिकंश गढी,,15000,28000,26000,25000,agri_lakh_per_ha=100,
58,97,पूर्वांचल एक्सप्रेसवे,चॉद सराय,,20000,28000,26000,25000,agri_lakh_per_ha=100,
58,98,पूर्वांचल एक्सप्रेसवे,मगहुवॉ,,10000,28000,26000,25000,agri_lakh_per_ha=33,
58,99,पूर्वांचल एक्सप्रेसवे,बेली,,10000,28000,26000,25000,agri_lakh_per_ha=52,
58,100,पूर्वांचल एक्सप्रेसवे,शिवलर,,10000,28000,26000,25000,agri_lakh_per_ha=52,
58,101,पूर्वांचल एक्सप्रेसवे,पहासा,,8000,28000,26000,25000,agri_lakh_per_ha=27,
58,102,पूर्वांचल एक्सप्रेसवे,महुराकला,,8000,28000,26000,25000,agri_lakh_per_ha=52,
58,103,पूर्वांचल एक्सप्रेसवे,महुराखुर्द,,8000,28000,26000,25000,agri_lakh_per_ha=52,
58,104,पूर्वांचल एक्सप्रेसवे,जौखण्डी,,6000,23000,22000,21000,agri_lakh_per_ha=27,
59,105,पूर्वांचल एक्सप्रेसवे,हसनापुर,,6000,23000,22000,21000,agri_lakh_per_ha=27,
59,106,पूर्वांचल एक्सप्रेसवे,शहजादेपुर,,6000,23000,22000,21000,agri_lakh_per_ha=27,
59,107,पूर्वांचल एक्सप्रेसवे,रसूलपुर आशिकअली,,6000,23000,22000,21000,agri_lakh_per_ha=33,
59,108,पूर्वांचल एक्सप्रेसवे,आदमपुर नौबस्ता,,6000,23000,22000,21000,agri_lakh_per_ha=33,
59,109,सुल्तानपुर रोड से अमरावती आईटी चौराहा,चक कंजेहरा,,45000,47000,46000,45000,,
59,110,सुल्तानपुर रोड से अमरावती आईटी चौराहा,मस्तेमऊ,,45000,47000,46000,45000,,
