page,segment_no,segment_hi,village_hi,vcode,nonagri,shop,office,godown,extra,flag
64,30,रिंग रोड - फैजाबाद रोड से सीतापुर रोड (पॉलिटेक्निक चौराहे से मुंशी पुलिया चौराहे तक),इन्दिरा नगर सेक्टर-24,0232,50000,99000,76000,59000,,
64,31,रिंग रोड - (मुन्शी पुलिया चौराहे से इंजीनिरिंग कालेज तक),इन्दिरा नगर से.-25,0027,50000,99000,76000,59000,,
64,32,फैजाबाद रोड से ए ब्लाक इन्दिरानगर मजार होते हुये सी ब्लाक एवं डी ब्लाक कलेवा चौराहे तक,इन्दिरानगर ए ब्लाक,0054,50000,99000,76000,59000,,
64,33,फैजाबाद रोड से ए ब्लाक इन्दिरानगर मजार होते हुये सी ब्लाक एवं डी ब्लाक कलेवा चौराहे तक,इन्दिरानगर सी ब्लाक,0049,50000,99000,76000,59000,,
65,34,फैजाबाद रोड से ए ब्लाक इन्दिरानगर मजार होते हुये सी ब्लाक एवं डी ब्लाक कलेवा चौराहे तक,इन्दिरानगर डी ब्लाक,0037,50000,99000,76000,59000,,
65,35,फैजाबाद रोड से नीलगिरी काम्पलेक्स/शालीमार चौराहा व आम्रपाली चौराहा होते हुये रिंग रोड तक,इन्दिरा नगर सेक्टर-22,0055,50000,99000,76000,59000,,
65,36,फैजाबाद रोड से नीलगिरी काम्पलेक्स/शालीमार चौराहा व आम्रपाली चौराहा होते हुये रिंग रोड तक,इन्दिरा नगर सेक्टर-24,0232,50000,99000,76000,59000,,
65,37,फैजाबाद रोड से नीलगिरी काम्पलेक्स/शालीमार चौराहा व आम्रपाली चौराहा होते हुये रिंग रोड तक,इन्दिरानगर ए ब्लाक,0054,50000,99000,76000,59000,,
65,38,फैजाबाद रोड से नीलगिरी काम्पलेक्स/शालीमार चौराहा व आम्रपाली चौराहा होते हुये रिंग रोड तक,इन्दिरा नगर से.-3 (बी ब्लाक),0048,50000,99000,76000,59000,,
65,39,नादान महल रोड,ईटकी मोहल्ला,0018,50000,99000,76000,59000,,
65,40,रिंग रोड - (मुन्शी पुलिया चौराहे से इंजीनिरिंग कालेज तक),कल्याणपुर,0129,50000,99000,76000,59000,,
65,41,कंचना बिहारी मार्ग (रिंग रोड से कुसी रोड तक ),कल्याणपुर,0129,27500,60000,48500,35500,,
65,42,रिंग रोड -पिकनिक स्पाट रोड (खुर्रम नगर चौराहे से खरगपुर फरीदीनगर होते हुए इन्दिरानगर तक),कल्याणपुर,0129,27500,77000,55000,49500,,
66,43,फैजाबादरोड (डालीगंज पुल से चिनहट चौ./देवा तिराहे / नगर निगम की सीमा तक),कमता,0040,62000,99000,76000,59000,,
66,44,सुभाष मार्ग रकाब गंज पुल से चारबाग पुल तक,कुण्डरी रकाबगंज,0024,40000,99000,76000,59000,,
66,45,फैजाबादरोड (डालीगंज पुल से चिनहट चौ./देवा तिराहे / नगर निगम की सीमा तक),कंचनपुर मटियारी,0062,62000,99000,76000,59000,,
66,46,देवा रोड -(टेल्को तक ),कंचनपुर मटियारी,0062,40000,99000,76000,59000,,
66,47,डालीगंज पुल से निराला नगर रेलवे क्रासिंग तक (डालीगंज ब्रान्च रोड ),कुतुबपुर/कुतुबपुर खालिसपुर,0140,40000,89500,69500,53000,,
66,48,फैजाबादरोड (डालीगंज पुल से चिनहट चौ./देवा तिराहे / नगर निगम की सीमा तक),कुतुबपुर/कुतुबपुर खालिसपुर,0140,62000,95000,73500,56500,,commercial rates differ from other rows of this segment (99000/76000/59000) but clearly printed
66,49,पिकनिक स्पॉट रोड (रहीमनगर चौराहे से रिंग रोड चौराहे तक ),खुर्रमनगर,0131,40000,82000,58500,53000,,
66,50,रिंग रोड - (मुन्शी पुलिया चौराहे से इंजीनिरिंग कालेज तक),खुर्रमनगर,0131,50000,99000,76000,59000,,
66,51,पिकनिक स्पाट रोड (खुर्रम नगर चौराहे से खरगपुर फरीदीनगर होते हुए इन्दिरानगर तक),खरगपुर फरीदी नगर,0045,27500,77000,55000,49500,,
67,52,पिकनिक स्पाट रोड (खुर्रम नगर चौराहे से खरगपुर फरीदीनगर होते हुए इन्दिरानगर तक),खरगपुर,0044,27500,77000,55000,49500,,
67,53,जगत नारायण रोड,गोला गंज,0182,40000,99000,76000,59000,,
67,54,फैजाबादरोड (डालीगंज पुल से चिनहट चौ./देवा तिराहे / नगर निगम की सीमा तक),गाजीपुर सईदन्निसां,0051,62000,99000,76000,59000,,
67,55,पिकनिक स्पाट रोड (खुर्रम नगर चौराहे से खरगपुर फरीदीनगर होते हुए इन्दिरानगर तक),चांदन,0029,27500,77000,55000,49500,,
67,56,कुर्सी रोड - आई.टी.चौराहे से रलवे क्रासिंग से कपूरथला चौराहे तक,चाँदगंज कलां,0159,52000,99000,76000,59000,,
67,57,डालीगंज पुल से निराला नगर रेलवे क्रासिंग तक (डालीगंज ब्रान्च रोड ),टैगौर मार्ग,0144,40000,89500,69500,53000,,
67,58,गंगा प्रसाद रोड,टेडी बाजार,0109,40000,99000,76000,59000,,
67,59,पिकनिक स्पॉट रोड (रहीमनगर चौराहे से रिंग रोड चौराहे तक ),दर्शनगंज,0123,40000,82000,58500,53000,,
67,60,कुर्सी रोड - आई.टी.चौराहे से रलवे क्रासिंग से कपूरथला चौराहे तक,निरालानगर,0198,50000,99000,76000,59000,,
68,61,निराला मार्केट से रामकृष्ण मठ होते हुए निरालानगर रेलवे क्रासिंग तक,निरालानगर,0198,50000,99000,76000,59000,,
68,62,बी.एन.वर्मा रोड/पुरानी कचेहरी रोड तक,पुल झाऊलाल,0147,38500,73000,54000,41000,,
68,63,गुईन रोड / मिश्रा बन्धु प्रकाश कुल्फी चौराहे से गोलागंज चौराहे तक,पुल झाऊलाल,0147,51500,99000,76000,59000,,
68,64,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,पाण्डेय टोला,0162,27500,99000,76000,59000,,land rate much lower than other rows of this segment (52000) but clearly printed
68,65,पिकनिक स्पॉट रोड (रहीमनगर चौराहे से रिंग रोड चौराहे तक ),पी.डब्लू.डी.कालोनी,0121,40000,82000,58500,53000,,
68,66,कंचना बिहारी मार्ग (रिंग रोड से कुसी रोड तक ),बहादुरपुर,0127,27500,60000,48500,35500,,
68,67,डालीगंज पुल से निराला नगर रेलवे क्रासिंग तक (डालीगंज ब्रान्च रोड ),बाबू गंज,0179,38500,89500,69500,53000,,
68,68,फैजाबादरोड (डालीगंज पुल से चिनहट चौ./देवा तिराहे / नगर निगम की सीमा तक),बाबू गंज,0179,62000,99000,76000,59000,,
68,69,जगत नारायण रोड,बुलन्द बाग,0187,40000,74000,55000,42000,,
69,70,सुभाष मार्ग रकाब गंज पुल से चारबाग पुल तक,बिरहाना क लोनी (पश्चिमी),0013,40000,99000,76000,59000,,
69,71,जगत नारायण रोड,बारूद खाना,0183,40000,74000,55000,42000,,
69,72,नादान महल रोड,बिलोचपुरा,0023,40000,99000,76000,59000,,
69,73,डालीगंज पुल से निराला नगर रेलवे क्रासिंग तक (डालीगंज ब्रान्च रोड ),बरौलिया,0143,40000,74000,70000,55000,,commercial rates differ from other rows of this segment (89500/69500/53000) but clearly printed
69,74,भूतनाथ मार्केट से रिंग रोड तक से रिंग रोड तक,बस्तौली,0052,44000,107000,81500,62000,,
69,75,गोल मार्केट एवं गोल मार्केट चौराहे से महानगर ब्वायज स्कूल होते हुए कपूरथला चौराहे तक,महानगर सेक्टर बी0,0202,70000,107000,81500,62000,,
69,76,गोल मार्केट एवं गोल मार्केट चौराहे से महानगर ब्वायज स्कूल होते हुए कपूरथला चौराहे तक,महानगर,0199,70000,107000,81500,62000,,
69,77,गोल मार्केट एवं गोल मार्केट चौराहे से महानगर ब्वायज स्कूल होते हुए कपूरथला चौराहे तक,महानगर गोल मार्केट,0203,70000,107000,81500,62000,,
69,78,गंगा प्रसाद रोड,मौलवी गंज,0190,40000,99000,76000,59000,,
70,79,नादान महल रोड,मौलवी गंज,0190,40000,99000,76000,59000,,
70,80,डालीगंज पुल से निराला नगर रेलवे क्रासिंग तक (डालीगंज ब्रान्च रोड ),मुकारिम नगर,0142,40000,89500,69500,53000,,
70,81,गोल मार्केट एवं गोल मार्केट चौराहे से महानगर ब्वायज स्कूल होते हुए कपूरथला चौराहे तक,महानगर विस्तार (विज्ञानपुरी ),0160,50000,110000,84000,63500,,rates differ from other rows of this segment (70000/107000/81500/62000) but clearly printed
70,82,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,मेंहदीटोला,0139,52000,99000,76000,59000,,
70,83,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,महानगर,0117,52000,99000,76000,55000,,godown 55000 differs from segment's usual 59000 but clearly printed
70,84,फैजाबादरोड (डालीगंज पुल से चिनहट चौ./देवा तिराहे / नगर निगम की सीमा तक),महानगर,0117,62000,100000,76000,59000,,shop 100000 differs from segment's usual 99000 but clearly printed
70,85,रिंग रोड - पिकनिक स्पॉट रोड (रहीमनगर चौराहे से रिंग रोड चौराहे तक ),महानगर,0117,28000,77000,55000,49500,,rates differ from other rows of this segment (40000/82000/58500/53000) but clearly printed
70,86,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,महावीर जी का पुरवा,0163,52000,99000,76000,59000,,
70,87,कंचना बिहारी मार्ग (रिंग रोड से कुसी रोड तक ),मोहम्मद पुर खत्री,0128,27500,60000,48500,35500,,
71,88,नादान महल रोड,यहियागंज,0098,40000,99000,76000,59000,,
71,89,गंगा प्रसाद रोड,रस्सी बटान,0211,40000,99000,76000,59000,,
71,90,नादान महल रोड,रस्सी बटान,0211,40000,99000,76000,59000,,
71,91,नादान महल रोड,रकाबगंज कदीम,0015,40000,99000,76000,59000,,
71,92,"पिकनिक स्पॉट रोड (क्लासिक चौराहा(गोल मार्केट), वायरलेस चौराहा, रहीमनगर चौराहे होते हुये रिंग रोड चौराहे तक )",रहीमनगर,0119,40000,81000,58000,52000,,segment text first line cut off in scan (top half of line hidden); first line is best reading
71,93,नादान महल रोड,राजा बाजार,0115,40000,99000,76000,59000,,
71,94,लक्ष्मण प्रसाद रोड,वजीरगंज,0075,27500,61500,47500,36500,,
71,95,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,विकास नगर योजना सेक्टर-1,0204,52000,99000,76000,59000,,
71,96,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,विकास नगर योजना सेक्टर-2,0233,52000,99000,76000,59000,,
72,97,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,विकास नगर योजना सेक्टर-3,0234,52000,99000,76000,59000,,
72,98,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,विकास नगर योजना सेक्टर-4,0235,52000,99000,76000,59000,,
72,99,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,विकास नगर योजना सेक्टर-5,0236,52000,99000,76000,59000,,
72,100,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,विकास नगर योजना सेक्टर-6,0242,52000,99000,76000,59000,,
72,101,रिंग रोड - (मुन्शी पुलिया चौराहे से इंजीनिरिंग कालेज तक),विकास नगर योजना सेक्टर-6,0242,50000,99000,76000,59000,,
72,102,पिकनिक स्पॉट रोड (रहीमनगर चौराहे से रिंग रोड चौराहे तक ),विकास नगर सेक्टर-7,0136,49500,77000,55000,49500,,rates differ from other rows of this segment (40000/82000/58500/53000); land = godown value; clearly printed
72,103,कुर्सी रोड - आई.टी.चौराहे से रेलवे क्रासिंग से कपूरथला चौराहे तक,विवेकानन्द पुरी,0201,52000,99000,76000,59000,,
72,104,पिकनिक स्पॉट रोड (रहीमनगर चौराहे से रिंग रोड चौराहे तक ),विष्णुपुरी कालोनी,0120,40000,81000,58000,52000,,
72,105,फैजाबादरोड (डालीगंज पुल से चिनहट चौ./देवा तिराहे / नगर निगम की सीमा तक),शक्तिनगर,0059,62000,99000,76000,59000,,
73,106,नादान महल रोड,शास्त्री नगर,0025,38500,99000,76000,59000,,
73,107,कुर्सी रोड - कपूरथला चौराहे से टेढ़ी पुलिया चौराहा होते हुए नगर निगम की सीमा तक,शेखपुर-शेखापुर(बेगम हजरत महल मार्ग का दक्षिणी भाग),0138,52000,99000,76000,59000,,village name top/bottom lines partly cut off in scan; completed from P2 serial 221 (vcode 000138)
73,108,फैजाबादरोड (डालीगंज पुल से चिनहट चौ./देवा तिराहे / नगर निगम की सीमा तक),सराय हसनगंज,0176,62000,99000,76000,59000,,
73,109,रिंग रोड - फैजाबाद रोड से सीतापुर रोड (पॉलिटेक्निक चौराहे से मुंशी पुलिया चौराहे तक),सुगामऊ,0032,50000,99000,76000,59000,,
73,110,सुभाष मार्ग रकाब गंज पुल से चारबाग पुल तक,सुभाष मार्ग,0197,40000,99000,76000,59000,,
73,111,जगत नारायण रोड,हामिद रोड़,0078,40000,74000,55000,42000,,
73,112,फैजाबादरोड (डालीगंज पुल से चिनहट चौ./देवा तिराहे / नगर निगम की सीमा तक),हसनगंज,0146,62000,99000,76000,59000,,
73,113,डालीगंज पुल से निराला नगर रेलवे क्रासिंग तक (डालीगंज ब्रान्च रोड ),हसनगंज,0146,40000,89500,69500,53000,,
73,114,"फैजाबाद रोड पर लेखराज पुलिस चौकी (मजार तिराहा) से कन्वेन्शन सेन्टर, शालीमार चौराहा से शेखर हास्पिटल होते हुये रिंग रोड तक",रोड पर पड़ने वाले समस्त मोहल्ले,,49500,92500,71500,55000,,segment text first line cut off in scan (best reading); no vcode printed
74,115,आम्रपाली मार्केट चौराहा से इरम डिग्री कालेज होते हुये रिंग रोड तक,रोड पर पड़ने वाले समस्त मोहल्ले,,49500,92500,71500,55000,,no vcode printed
74,116,गोल मार्केट से निशातगंज पुल के नीचे फैजाबाद रोड तक,रोड पर पड़ने वाले समस्त मोहल्ले,,53000,107000,81500,62000,,no vcode printed; first letter of segment overwritten in scan (read as गोल)
74,117,रहीमनगर चौराहा से डण्डहिया मार्केट होते हुये कुर्सी रोड तक,रोड पर पड़ने वाले समस्त मोहल्ले,,27500,56000,45000,33000,,no vcode printed
74,118,इन्दिरा नगर से0-11 से तकरोही बाजार होते हुये अमराई गाँव टैम्पो स्टैण्ड तिराहे तक,रोड पर पड़ने वाले समस्त मोहल्ले,,16500,46000,39500,34000,,no vcode printed
74,119,मुंशी पुलिया चौराहे से अरविन्दो पार्क पानीगाँव पीलेस होते हुये बिरयानी हाऊस तक,रोड पर पड़ने वाले समस्त मोहल्ले,,49500,92500,71500,55000,,no vcode printed
74,120,मुंशी पुलिया चौराहे से मौट्रो स्टेशन होते हुये सेक्टर-17 तक,रोड पर पड़ने वाले समस्त मोहल्ले,,49500,92500,71500,55000,,no vcode printed
74,121,गुडम्बा मार्ग से मानस टाऊन तक,रोड पर पड़ने वाले समस्त मोहल्ले,,14500,46000,39500,34000,,no vcode printed
