page,segment_no,segment_hi,village_hi,vcode,nonagri,shop,office,godown,extra,flag
84,15,लाटूश रोड / गौतम बुद्ध मार्ग कैसर बाग चौराहे से चारबाग तक,गणेशगंज ग्रेन मार्केट,0408,72000,128000,102000,79000,,
84,16,अमीनाबाद रोड़ (प्रकाशकुल्फी चौरहे से नाका चौराहे तक),गणेशगंज ग्रेन मार्केट,0408,85000,123000,97000,73000,,
84,17,फैजाबाद रोड (चिनहट ग्राम की सीमा से लखनऊ जनपद की सीमा तक),गनेशपुर रहमानपुर,1084,35000,58000,44000,40000,agri_lakh_per_ha=380,
84,18,देवा रोड (मटियारी चौराहे से जनपद की सीमा तक),गनेशपुर रहमानपुर,1084,25000,53000,44000,39000,agri_lakh_per_ha=262,
85,19,शहीद पथ फैजाबाद रोड गोमती नदी होते हुये कार्यालय के क्षेत्राधिकार की अंतिम सीमा तक,गोमतीनगर फेज 3,0315,55000,123000,97000,73000,,
85,20,शहीद पथ फैजाबाद रोड गोमती नदी होते हुये कार्यालय के क्षेत्राधिकार की अंतिम सीमा तक,गोमती नगर विस्तार/गोमती ग्रीन्स,0419,55000,123000,97000,73000,,
85,21,हरदोई सीतापुर बाईपास से जेहटा माल रोड,गोपरामऊ,1049,11000,38500,36000,33000,agri_lakh_per_ha=185,
85,22,श्री राम रोड़ (अमीनाबाद चौराहे रोड़ से लाटूश रोड़ तक),गन्ने वाली गली,0352,85000,128000,102000,79000,,
86,23,कैन्ट रोड (कैसर बाग चौराहे से सदर रेलवे क्रासिंग तक),घसियारी मण्डी,0294,40000,77000,60000,45000,,
86,24,बी. एन. रोड़ (कैसर बाग चौराहे से रायल होटल चौराहे तक),चौलक्खी,0295,60000,107000,83500,64000,,
86,25,मल्हौर लौलाई रोड (मल्हौर रेलवे क्रासिंग तक),चक मल्हौरी,0245,16000,46000,40000,35000,,
86,26,"खरगापुर रेलवे क्रासिंग से एस0टी0पी0 चौराहे से होते हुए चन्दियामऊ, लोनापुर, ऐमिटी तक",चन्दियामऊ,1062,16000,46000,40000,35000,agri_lakh_per_ha=262,
87,27,चिनहट तिराहे से चिनहट ग्राम की सीमा तक सतरिख रोड,चिनहट,0242,16000,46000,40000,35000,,
87,28,मटियारी चौराहे से कोतवाली होते हुए सतरिख रोड तक,चिनहट,0242,16000,46000,40000,35000,,
87,29,फैजाबाद रोड (चिनहट चौराहे से चिनहट ग्राम की सीमा तक),चिनहट,0242,66000,91000,72000,55000,,
87,30,मल्हौर लौलाई रोड (मल्हौर रेलवे क्रासिंग तक),चिनहट,0242,16000,46000,40000,35000,,
88,31,फैजाबाद रोड (डालीगंज पुल से चिनहट चौराहे तक),चिनहट,0242,66000,91000,72000,55000,,
88,32,हरदोई सीतापुर बाईपास से जेहटा माल रोड,जेहटा,1052,11000,38500,36000,33000,agri_lakh_per_ha=185,
88,33,फैजाबाद रोड (चिनहट ग्राम की सीमा से लखनऊ जनपद की सीमा तक),जुग्गौर,1092,33000,58000,44000,40000,agri_lakh_per_ha=350,
88,34,चिनहट ग्राम की सीमा से सतरिख रोड पर जनपद की सीमा तक,जुग्गौर,1092,16000,46000,40000,35000,agri_lakh_per_ha=250,
89,35,लाटूश रोड / गौतम बुद्ध मार्ग कैसर बाग चौराहे से चारबाग तक,जूरियन टोला (मकबूलगंज ),0365,72000,128000,102000,79000,,
89,36,विश्वविद्यालय रोड़ (क्लार्क अवध चौराहे से आई0टी0 चौराहे तक),टी.जी.सिविल लाइन्स,0415,45000,85000,69000,50000,,
89,37,चिनहट ग्राम की सीमा से सतरिख रोड पर जनपद की सीमा तक,तेराखास,1064,16000,46000,40000,35000,agri_lakh_per_ha=250,
89,38,सप्रू मार्ग (अशोक मार्ग से शाहनजफ रोड़ तक),तेज बहादुर सप्रू,0317,85000,123000,97000,73000,,
90,39,मल्हौर लौलाई रोड (मल्हौर रेलवे क्रासिंग से ऐमिटी होते हुए इन्दिरा नहर तक),देवारिया,1108,16000,46000,40000,35000,agri_lakh_per_ha=250,
90,40,सीतापुर रोड से (आई.आई.एम रोड/हरदोई रोड को मिलाने वाली रिंग रोड /बाईपास),धौला,1099,43000,46000,44000,42000,agri_lakh_per_ha=240,
90,41,देवा रोड (मटियारी चौराहे से जनपद की सीमा तक),धावाँ,1086,22000,53000,44000,38500,agri_lakh_per_ha=240,
90,42,फैजाबाद रोड (डालीगंज पुल से चिनहट चौराहे तक),न्यू हैदराबाद,0342,66000,91000,72000,55000,,
91,43,विश्वविद्यालय रोड़ (क्लार्क अवध चौराहे से आई0टी0 चौराहे तक),न्यू हैदराबाद,0342,46000,85000,68000,50000,,
91,44,गुईन रोड मिश्र बन्धु मार्ग प्रकाश कुल्फी चौराहे से गोलागंज चौराहे तक,नया गाँव पश्चिम,0278,55000,91000,72000,55000,,
91,45,लाटूश रोड / गौतम बुद्ध मार्ग कैसर बाग चौराहे से चारबाग तक,नया गाँव पूर्वी,0385,72000,128000,102000,79000,,
91,46,कैन्ट रोड (कैसर बाग चौराहे से सदर रेलवे क्रासिंग तक),नजरबाग,0379,40000,77000,60000,45000,,
92,47,नजीराबाद रोड़,नजीराबाद,0279,60000,91000,72000,55000,,
92,48,नवल किशोर रोड़ (अशोक मार्ग से शाहनजफ रोड़ तक),नवल किशोर रोड,0318,66000,123000,97000,73000,,
92,49,देवा रोड (मटियारी चौराहे से जनपद की सीमा तक),नौबस्ताकला,1088,22000,53000,44000,39000,agri_lakh_per_ha=250,
92,50,देवां रोड से नौबस्ताकलां रोड,नौबस्ताकला,1088,22000,53000,44000,39000,agri_lakh_per_ha=250,
92,51,मल्हौर लौलाई रोड (मल्हौर रेलवे क्रासिंग से ऐमिटी होते हुए इन्दिरा नहर तक),निजामपुर मल्हौर,1100,16000,46000,40000,36000,agri_lakh_per_ha=250,godown differs from same segment (35000) but clearly printed
93,52,फैजाबाद रोड (डालीगंज पुल से चिनहट चौराहे तक),निशातगंज,0220,66000,91000,72000,56000,,godown differs from same segment (55000) but clearly printed
93,53,बी. एन. वर्मा रोड़ /पुरानी कचेहरी रोड,पुल झाऊ लाल,0281,45000,68000,55000,44000,,
93,54,"विधान सभा मार्ग, अशोक मार्ग",फूलबाग/बटलरगंज योजना/अशोक मार्ग,0378,85000,123000,97000,73000,,
93,55,अमीनाबाद रोड़ (प्रकाशकुल्फी चौरहे से नाका चौराहे तक),बशीरतगंज,0388,85000,123000,97000,73000,,
94,56,सुभाष मार्ग (मेडिकल कालेज चौराहे से रकाबगंज चौराहे होते हुए बिरहाना पुल होते हुए चारबाग तक,बशीरतगंज,0388,45000,91000,72000,55000,,
94,57,लाटूश रोड / गौतम बुद्ध मार्ग कैसर बाग चौराहे से चारबाग तक,बौरूनी खन्दक,0382,72000,128000,102000,79000,,
94,58,हरदोई सीतापुर बाईपास से जेहटा माल रोड,बंशीगढ़ी,1106,11000,39000,36000,33000,agri_lakh_per_ha=185,shop differs from same segment (38500) but clearly printed
94,59,फैजाबाद रोड (डालीगंज पुल से चिनहट चौराहे तक),बादशाहनगर रेलवे कालोनी,0224,66000,79000,70000,55000,,shop/office differ from same segment (91000/72000) but clearly printed
95,60,जापलिंग रोड गोखले मार्ग मदन मोहन मालवीय मार्ग तिलक मार्ग प्रयाग नारायण रोड वे रोड वजीर हसन रोड व राजाराम मोहन राय मार्ग,बटलरगंज,0272,50000,91000,72000,55000,,
95,61,राणा प्रताप मार्ग,बटलरगंज,0272,55000,123000,97000,73000,,
95,62,"खरगापुर रेलवे क्रासिंग से एस0टी0पी0 चौराहे से होते हुए चन्दियामऊ, लोनापुर, ऐमिटी तक",भैसौरा/भरवारा,1059,16000,46000,40000,35000,agri_lakh_per_ha=250,
96,63,"लोहिया पथ कालीदास मार्ग चौराहे से गोमती बौराज, फन माल,लोहिया पार्क होते हु, फैजाबाद रोड पर पालीटेक्निक चौराहे तक",भीखमपुरवा,0226,75000,123000,97000,73000,,
96,64,शहीद पथ फैजाबाद रोड गोमती नदी होते हुये कार्यालय के क्षेत्राधिकार की अंतिम सीमा तक,मलेसेमऊ,1087,35000,123000,97000,39000,,godown differs from same segment (73000) but clearly printed
96,65,हरदोई रोड नगर निगम सीमा से बाहर लखनऊ जनपद की सीमा तक,महिपतमऊ,1102,22000,77000,60000,45000,agri_lakh_per_ha=250,
97,66,सीतापुर रोड से (आई.आई.एम रोड/हरदोई रोड को मिलाने वाली रिंग रोड /बाईपास),मुतक्कीपुर,1089,45000,46000,44000,42000,agri_lakh_per_ha=250,
97,67,तारक मुखर्जी मार्ग,माडल हाउस,0384,60000,99000,77000,58000,,
97,68,हरदोई सीतापुर बाईपास से जेहटा माल रोड,मीरा,1054,11000,38500,36500,33000,agri_lakh_per_ha=185,office differs from same segment (36000) but clearly printed
97,69,शिवाजी मार्ग (हीवेट रोड़ लाटूश रोड़ से हुसैनगंज चौराहे तक),योगेन्द्र पाठक रोड,0367,75000,128000,102000,79000,,
97,70,शिवाजी मार्ग (हीवेट रोड़ लाटूश रोड़ से हुसैनगंज चौराहे तक),यदुनाथ सन्याल रोड,0368,75000,128000,102000,79000,,
98,71,बी. एन. रोड़ (कैसर बाग चौराहे से रायल होटल चौराहे तक),रकाबगंज जदीद,0301,75000,107000,83500,64000,,
98,72,सुभाष मार्ग (मेडिकल कालेज चौराहे से रकाबगंज चौराहे होते हुए बिरहाना पुल होते हुए नाके चौराहे तक,रानीगंज,0389,45000,91000,72000,55000,,
98,73,राणा प्रताप मार्ग,राणा प्रताप मार्ग,0266,60000,123000,97000,73000,,
98,74,सीतापुर रोड से (आई.आई.एम रोड/हरदोई रोड को मिलाने वाली रिंग रोड /बाईपास),रायपुर,1078,45000,46000,44000,42000,agri_lakh_per_ha=250,
99,75,गुरू गोविन्द सिंह मार्ग (हुसैनगंज चौराहे से बासमण्डी होते हुए नाका चौराहे तक),रिसालदार पार्क,0364,45000,91000,73000,55000,,
99,76,शाहनजफ रोड़ (महात्मा गांधी मार्ग से राणा प्रताप मार्ग तक),लाप्लास रोड (लाप्लास),0324,85000,123000,97000,73000,,
99,77,"नवल किशोर रोड़ (हलवासिया रोड़ , बी.एन. रोड़ से मफेयर तिराहे तक)",लालबाग,0331,85000,123000,97000,73000,,
100,78,"जापलिंग रोड, गोखले मार्ग, मदन मोहन मालवीय मार्ग, तिलक मार्ग, प्रयाग नारायण रोड, वे रोड, वजीर हसन रोड व राजाराम मोहन राय मार्ग",लाजपत राय मार्ग (जॉपलिंग रोड),0269,50000,91000,72000,55000,,
100,79,"खरगापुर रेलवे क्रासिंग से एस0टी0पी0 चौराहे से होते हुए चन्दियामऊ, लोनापुर, ऐमिटी तक",लोनापुर,1109,16000,46000,40000,36000,agri_lakh_per_ha=250,godown differs from same segment (35000) but clearly printed
100,80,मल्हौर लौलाई रोड (मल्हौर रेलवे क्रासिंग से ऐमिटी होते हुए इन्दिरा नहर तक),लौलाई,1063,16000,46000,40000,36000,agri_lakh_per_ha=250,
101,81,हैनीमैन चौराहे से डिवाइन हार्ट होते हुए फैजाबाद रोड तक,विकल्प खण्ड,0414,55000,123000,97000,73000,,
101,82,लोहिया पथ से मिठाई वाले चौराहे से कैप्टन मनोज पाण्डे चौराहा होते हुए पत्रकारपुरम् चौराहा होते हुए हैनीमैन चौराहे तक,विनीत खण्ड,0239,66000,99000,77000,59000,,
101,83,लोहिया पथ से मिठाई वाले चौराहे से कैप्टन मनोज पाण्डे चौराहा होते हुए पत्रकारपुरम् चौराहा होते हुए हैनीमैन चौराहे तक,विनय खण्ड,0238,66000,99000,77000,59000,,
102,84,हैनीमैन चौराहे से डिवाइन हार्ट होते हुए फैजाबाद रोड तक,विनम्र खण्ड,0254,55000,123000,97000,73000,,
102,85,पिकप से उदय टावर तक,विक्रांत खण्ड,0249,70000,123000,97000,73000,,
102,86,शहीद पथ फैजाबाद रोड गोमती नदी होते हुये कार्यालय के क्षेत्राधिकार की अंतिम सीमा तक,विक्रांत खण्ड,0249,55000,123000,97000,73000,,
102,87,"लोहिया पथ कालीदास मार्ग चौराहे से गोमती बौराज, फन माल,लोहिया पार्क होते हुए फैजाबाद रोड पर पाली टेक्निक चौराहे तक",विभूति खण्ड,0256,77000,123000,97000,73000,,
103,89,पिकप से उदय टावर तक,विभूति खण्ड,0256,70000,123000,97000,73000,,serial 88 not printed in source (87 on p102 then 89 on p103)
103,90,हैनीमैन चौराहे से डिवाइन हार्ट होते हुए फैजाबाद रोड तक,विभव खण्ड,0252,55000,123000,97000,73000,,
103,91,लोहिया पथ कालीदास मार्ग चौराहे से गोमती बैराज फन माल| लोहिया पार्क होते हुए फैजाबाद रोड पर पाली टेक्निक चौराहे होते हुए,विवेक खण्ड,0236,66000,99000,77000,59000,,
104,92,गोमती नगर विवेक खण्ड टिका रेस्टोरेन्ट से नीलकंठ मिठाई की दुकान होते हुए मिठाई वाले चौराहे तक,विवेक खण्ड,0236,66000,123000,97000,73000,,
104,93,शहीद पथ फैजाबाद रोड गोमती नदी होते हुये कार्यालय के क्षेत्राधिकार की अंतिम सीमा तक,विजयन्त खण्ड,0413,55000,123000,97000,73000,,
104,94,हैनीमैन चौराहे से डिवाइन हार्ट होते हुए फैजाबाद रोड तक,विजयन्त खण्ड,0413,55000,123000,97000,73000,,
105,95,फैजाबाद रोड (डालीगंज पुल से चिनहट चौराहे तक),विजयीपुर,0247,66000,91000,70000,55000,,
105,96,"लोहिया पथ कालीदास मार्ग चौराहे से गोमती बौराज, फन माल,लोहिया पार्क होते हुए फैजाबाद रोड पर पालीटेक्निक चौराहे तक",विजयीपुर/ विजय खण्ड,0247,75000,123000,97000,73000,,
105,97,गोमती नगर विवेक खण्ड टिका रेस्टोरेन्ट से नीलकंठ मिठाई की दुकान होते हुए मिठाई वाले चौराहे तक,विजय खण्ड,0309,66000,123000,97000,73000,,
106,98,लोहिया पथ कालीदास मार्ग चौराहे से गोमती बैराज फन माल लोहिया पार्क होते हुए फैजाबाद रोड पर पाली टेक्निक चौराहे तक,विजय खण्ड,0309,66000,99000,77000,59000,,
106,99,फैजाबाद रोड (डालीगंज पुल से चिनहट चौराहे तक),विशप राकी स्ट्रीट,0346,66000,89000,70000,55000,,shop differs from same segment (91000) but clearly printed
106,100,लोहिया पथ कालीदास मार्ग चौराहे से गोमती बैराज फन माल लोहिया पार्क होते हुए फैजाबाद रोड पर पाली टेक्निक चौराहे तक,विराट खण्ड,0240,66000,99000,77000,59000,,
107,101,हैनीमैन चौराहे से डिवाइन हार्ट होते हुए फैजाबाद रोड तक,विराज खण्ड,0253,55000,123000,97000,73000,,
107,102,लोहिया पथ कालीदास मार्ग चौराहे से गोमती बैराज फन माल लोहिया पार्क होते हुए फैजाबाद रोड पर पाली टेक्निक चौराहे तक,विराम खण्ड,0237,66000,99000,77000,59000,,
107,103,फैजाबाद रोड (डालीगंज पुल से चिनहट चौराहे तक),शेखपुर कसैला,0372,66000,91000,70000,55000,,
108,104,लाटूश रोड / गौतम बुद्ध मार्ग कैसर बाग चौराहे से चारबाग तक,शिवपुरी (नवीन स्क्वायर),0407,72000,128000,102000,79000,,
108,105,शिवाजी मार्ग (हीवेट रोड़ लाटूश रोड़ से हुसैनगंज चौराहे तक),शिवाजी मार्ग(दक्षिण),0369,72000,128000,102000,79000,,
108,106,चिनहट ग्राम की सीमा से सतरिख रोड पर जनपद की सीमा तक,सरॉय शेख,1076,16000,46000,40000,36000,agri_lakh_per_ha=288,agri/godown differ from same segment (250/35000) but clearly printed
108,107,शिवाजी मार्ग (हीवेट रोड़ लाटूश रोड़ से हुसैनगंज चौराहे तक),सुन्दर बाग,0370,72000,128000,102000,72000,,godown differs from same segment (79000) but clearly printed
109,108,फैजाबाद रोड (चिनहट ग्राम की सीमा से लखनऊ जनपद की सीमा तक),सेमरा,1095,33000,58000,44000,40000,agri_lakh_per_ha=360,
109,109,हरदोई सीतापुर बाईपास से जेहटा माल रोड,सैथा,1051,11000,38500,36000,33000,agri_lakh_per_ha=185,
109,110,हरदोई रोड नगर निगम सीमा से बाहर लखनऊ जनपद की सीमा तक,सिकरौरी,1094,22000,77000,60000,45000,agri_lakh_per_ha=250,
109,111,मल्हौर लौलाई रोड| मल्हौर रेलवे क्रासिंग से ऐमिटी होते हुए इन्दिरा नहर तक,सिकन्दरपुर खुर्द,1068,16000,46000,40000,35000,agri_lakh_per_ha=250,
110,112,खरगापुर रेलवे क्रासिंग से एस0टी0पी0 चौराहे से होते हुए चन्दियामऊ लोनापुरए ऐमिटी तक,हासेमऊ,1110,16000,46000,40000,35000,agri_lakh_per_ha=250,
110,113,"नवल किशोर रोड़ (हलवासिया रोड़ , बी.एन. रोड़ से मफेयर तिराहे तक)",हजरतगंज बाजार,0328,85000,123000,97000,73000,,
110,114,महात्मा गांधी मार्ग (क्लार्क अवध चौराहे से इलाहाबाद बैंक चौराहे तक),हजरतगंज बाजार,0328,100000,130000,102000,78000,,
111,115,सुभाष मार्ग (मेडिकल कालेज चौराहे से रकाबगंज चौराहे होते हुए बिरहाना पुल होते हुए नाके चौराहे तक,हरीनगर दुगावां,394,45000,91000,72000,55000,,vcode printed as 3 digits (394)
112,116,अम्बेडकर चौराहा गोमती नगर से दयाल पैराडाइज होते हुए हुसडिया चौराहे तक व गोमती नगर विशाल खण्ड सी0एम0एस0 स्कूल चौराहे से मनोज पाण्डेय चौराहे होते हुए हुसडिया चौराहे से सहारा हास्पिटल से रेलवे लाइन तक,उक्त मार्ग के दोनो ओर पडने वाले सभी राजस्व ग्राम व मौहल्ले,,66000,99000,77000,58000,,
113,117,गोमती नगर विस्तार थाने से सी0एम0एस0 स्कूल तक,उक्त मार्ग के दोनो ओर पडने वाले सभी राजस्व ग्राम व मौहल्ले,,55000,123000,97000,73000,,
113,118,जनेश्वर मिश्रा पार्क के गेट नम्बर-7 से शहीद पथ तक,उक्त मार्ग के दोनो ओर पडने वाले सभी राजस्व ग्राम व मौहल्ले,,55000,123000,97000,73000,,
114,119,गोमती नगर विस्तार थाने चौराहे से हॉस्पिटल हेल्थसिटी विस्तार,उक्त मार्ग के दोनो ओर पडने वाले सभी राजस्व ग्राम व मौहल्ले,,55000,123000,97000,73000,,
114,120,हॉस्पिटल हेल्थसिटी विस्तार चौराहे से कावेरी ग्रीन वुड अपार्टमेन्ट तक,उक्त मार्ग के दोनो ओर पडने वाले सभी राजस्व ग्राम व मौहल्ले,,55000,123000,97000,73000,,
115,121,विभूति खण्ड पुलिस चौकी से हयात रीजेंसी होटल होते हुए पिकप भवन के चौराहे तक,उक्त मार्ग के दोनो ओर पडने वाले सभी राजस्व ग्राम व मौहल्ले,,70000,123000,97000,73000,,
115,122,नबी पन्हा रोड अन्धे की चौकी से महिपतमऊ मस्जिद होते हुए काकोरी मोड तक,उक्त मार्ग के दोनो ओर पडने वाले सभी राजस्व ग्राम व मौहल्ले,,11000,39000,37000,33000,,
116,123,चिनहट तिराहे से एल्डिको तिराहा होते हुए मल्लौर स्टेशन तक,उक्त मार्ग के दोनो ओर पडने वाले सभी राजस्व ग्राम व मौहल्ले,,55000,123000,97000,73000,,
116,124,विराज खण्ड रोड फ्लाई ओवर के नीचे विभूति खण्ड के मत्री आवास होते हुए वन अवध माल होते हुए बैक ऑफ इण्डिया लोहिया पथ तक,उक्त मार्ग के दोनो ओर पडने वाले सभी राजस्व ग्राम व मौहल्ले,,70000,123000,97000,73000,,
117,125,किसान पथ पर पडने वाले दोनो तरफ के ग्राम,"अनौरा,धावॉ,नरेन्द्री",,30000,46000,44000,42000,agri_lakh_per_ha=250,
117,126,किसान पथ पर पडने वाले दोनो तरफ के ग्राम,"लौलाई,जुग्गौर, सिकन्दरपुर खर्दु,मेहौरा,देवरिया",,20000,46000,44000,42000,agri_lakh_per_ha=250,
117,127,किसान पथ पर पडने वाले दोनो तरफ के ग्राम,गोपरामऊ,,11000,46000,44000,42000,agri_lakh_per_ha=250,
117,128,किसान पथ पर पडने वाले दोनो तरफ के ग्राम,"मौरा,लालनगर, सराय प्रेमराज,जेहटा,",,15000,46000,44000,42000,agri_lakh_per_ha=250,
