page,segment_no,segment_hi,village_hi,vcode,nonagri,shop,office,godown,extra,flag
50,13,नीलमथा अंडर पास से विजय नगर चौराहे तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,40000,55000,50000,45000,,
50,14,पुलिस चौकी वृन्दावन पी0जी0आई0 से आवास विकास गेस्ट हाउस सेक्टर 10 जाने वाली सड़क,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,40000,55000,50000,45000,,
50,15,मातुल्य गुरूकुल से परशुराम चौक पर ओरनेट ग्लोरी होते हुए भारत पेट्रोल पम्प तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,40000,55000,50000,45000,,
51,16,मामा चौराहे से उतरेठिया स्टेशन तक (वृन्दावन योजना में),उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,40000,55000,50000,45000,,
51,17,तेलीबाग चौराहा शनि मन्दिर से आवास विकास कार्यालय होते हुए कालिन्दी पार्क होते हुए रायबरेली रोड तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,40000,50000,45000,40000,,
51,18,रायबरेली रोड (सुभानी खेडा से सरोजनी नगर तहसील की नगर निगम की सीमा तक),उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,40000,55000,50000,45000,agri_lakh_per_ha=160,
51,19,रायबरेली रोउ से महाराणा प्रताप चौक की ओर जाने वाली सड़क की अन्तिम सीमा तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,40000,55000,50000,45000,,
51,20,किसान पथ/आउटर रिंग रोड पर (नगर निगम की सीमा के अन्दर),उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,20000,45000,40000,35000,agri_lakh_per_ha=190,
52,21,किसान पथ/आउटर रिंग रोड पर (नगर निगम की सीमा के बाहर),उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,15000,35000,32000,30000,agri_lakh_per_ha=150,
52,22,भागू खेडा चौराहा से किसान पथ तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,15000,40000,35000,30000,,
52,23,बंगला बाजारा पुल (बिजनौर रोड) से शहीद पथ अण्डरपास होते हुए एवं मैपल पैराडाइज होते हुए सी0आर0पी0एफ0 चौराहा तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,40000,45000,40000,35000,,
52,24,बिजनौर रोड (सी0आर0पी0एफ0 चौराहा) से बन्थरा थाना तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,15000,40000,35000,30000,agri_lakh_per_ha=145,
52,25,पिकैडली होटल चौराहे से प्रियम प्लाजा होते हुए परिकल्प भवन तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,40000,65000,55000,50000,,
53,26,चुंगी तिराहे से पराग डेरी होते हुए नगर निगम कार्यालय बिजनौर तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,40000,65000,55000,45000,,
53,27,कानपुर रोड स्थित जुनाबगंज चौराहे से प्रयागराज-मोहनलालगंज रोड पर भागूखेडा चौराहे तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,15000,40000,35000,30000,agri_lakh_per_ha=50,agri 50 low vs other segments but clearly printed
53,28,स्कूटर इंडिया चौराहे से बिजनौर चौराहा तक,उक्त रोड पर पड़ने वाले समस्त राजस्व ग्राम/मोहल्ले,,15000,45000,40000,35000,agri_lakh_per_ha=190,
